3740560	Bunu yapabilirsin, değil mi?	601357	Możesz to zrobić, prawda?
3740561	Tom'un bir arkadaşısın, değil mi?	3741100	Jesteś przyjacielem Toma, prawda?
3741007	Bu yeniden olmayacak.	3741108	To się już więcej nie powtórzy.
479290	Peki ya sen?	756951	A ty?
1780698	Hava atmak için benimle İngilizce konuştu.	3741130	Rozmawiała ze mną po angielsku żeby się popisać.
1780698	Hava atmak için benimle İngilizce konuştu.	3741136	Rozmawiał ze mną po angielsku żeby się popisać.
3700470	Bana ne getirdin?	3741141	Co dla mnie przyniosłeś?
2775992	Tom'un işi var.	3741152	Tom ma pracę.
1732910	Ayakkabılarını çıkarmana gerek yok.	2757218	Nie musisz zdejmować butów.
2027217	Bu geceye ne dersin?	3741198	Co powiesz na dzisiejszą noc?
2695430	Tom parka gitti.	3741203	Tom poszedł do parku.
1200344	Tom tam köşedeki pahalı bir restoranda suşi yedi.	3741210	Tom jadł sushi w drogiej restauracji za rogiem.
2306933	Daha önce hiç mango yememiştim.	3741221	Nigdy wcześniej nie jadłam mango.
1587940	Şehrin üzerinde bir uçak uçuyor.	912639	Nad miastem leci samolot.
1615701	Kimse bir defada iki şeyi yapamaz.	3741230	Nikt nie może zrobić dwóch rzeczy na raz.
479178	Alfabeyi tersten oku.	3741274	Powiedz alfabet od tyłu.
2564549	Yarın bileceğim.	3741275	Jutro będę wiedział.
1791084	Konuşmadan önce her zaman düşünmelisin.	3741492	Powinieneś zawsze pomyśleć zanim coś powiesz.
3716293	Bazı kadınlar sutyen giymez.	3741510	Niektóre kobiety nie noszą staników.
3678798	Güzel bir sesin olduğunu duydum.	3742344	Słyszałem, że masz piękny głos.
3678798	Güzel bir sesin olduğunu duydum.	3742346	Słyszałam, że masz piękny głos.
2521601	Atina'da hava nasıl?	3742516	Jaka jest pogoda w Atenach?
866523	O, babasının ölümünden sonra işle ilgilendi.	3744061	Przejął biznes ojca po jego śmierci.
2452616	Tom ve Mary'nin fısıldaşdığını duydum.	3744062	Słyszałem szeptanie Toma i Mary.
2534438	Bu bir onur.	3744063	To jest honor.
1830031	Bu hafta sonu küçük bir gezi yapmak istiyorum.	3744065	Chciałabym pojechać na małą wycieczkę w ten weekend.
1801253	Bunu yapmama birinin yardım edip edemeyeceğini merak ediyorum.	3744066	Jestem ciekawa, czy ktoś mógłby mi pomóc to zrobić.
1423646	Onlar yarın Japonya'dan ayrılıyorlar.	3744067	Jutro wyjeżdżają z Japonii.
1554244	Okula yürüyerek gitmek yarım saatimizi alıyor.	3744069	Dojście do szkoły zajmuje nam pół godziny.
3163843	Tom, sonra ne olacağını bildiğini düşünüyor.	3744070	Tom myśli, że wie co się stanie.
3336424	Onu sen söyledin.	3744071	Ty to powiedziałeś.
3336424	Onu sen söyledin.	3744072	Ty to powiedziałaś.
2578133	Arkadaşlarını getir.	3744073	Przyprowadź ze sobą przyjaciół.
2578133	Arkadaşlarını getir.	3744074	Przyprowadź ze sobą znajomych.
3437692	Korkarım ki o benim talebimi reddedecek.	3744075	Boję się, że odrzuci moje podanie.
1257615	Bugün meşgul müsünüz?	3744076	Jesteś dzisiaj zajęty?
1257615	Bugün meşgul müsünüz?	3744078	Czy jesteście dziś zajęci?
1725007	Keşke bana Tom demeye başlasan.	3744079	Chciałbym, żebyś zaczął zwracać się do mnie Tom.
1240291	John gezisine hazırlanmakla meşguldü.	3744080	John był zajęty przygotowywaniem się do wyjazdu.
1072376	Ben unutkan oldum.	3744081	Stałem się zapominalski.
1072376	Ben unutkan oldum.	3744082	Zrobiłem się zapominalski.
1072376	Ben unutkan oldum.	3744083	Zrobiłam się zapominalska.
861646	Bu broş kazağına iyi uyar.	3744084	Ta broszka pasuje ci do swetra.
2084922	Ben senin için uygun değilim.	3744085	Nie pasuję do ciebie.
1079502	Bir hesap açın.	3744086	Otwórz konto.
2583789	Onların her ikisi de sarhoş.	3744087	Oni są oboje pijani.
414944	Saatlerdir bekliyorum.	3744088	Czekałam godzinami.
414944	Saatlerdir bekliyorum.	3744089	Czekałem godzinami.
3074898	Uzun süredir sana söylemek istediğim bir şey var.	3744090	Jest coś, co już od dawna chciałam ci powiedzieć
3074898	Uzun süredir sana söylemek istediğim bir şey var.	3744091	Jest coś, co już od dawna chciałem ci powiedzieć
3067369	Tom bunu haftalar önce yapmalıydı.	3744092	Tom powinien to zrobić już kilka tygodni temu.
1369774	Tren henüz varmadı.	529566	Pociąg jeszcze nie przyjechał.
2477143	Tom onun eğlenceli olduğunu düşünmüyor.	3744094	Tom nie uważa tego za zabawne.
2181149	Kyoto'yu ziyaret etmeliyim.	3744095	Powinnam odwiedzić Kyoto.
2181149	Kyoto'yu ziyaret etmeliyim.	3744096	Powinienem odwiedzić Kyoto.
1679222	Oo bakıyorum da hızlısın.	3744097	Oh wow, szybki jesteś.
1679222	Oo bakıyorum da hızlısın.	3744098	Oh wow, szybka jesteś.
3566366	Ben kısa değilim.	3744099	Nie jestem niska.
3566366	Ben kısa değilim.	3744100	Nie jestem niski.
1254989	Günün nasıl geçti?	3746156	Jak ci minął dzień?
3744527	Ne kadar hızlı koşabilirsin?	3756826	Jak szybko umiesz biegać?
3756616	Geçen gece öldü.	3756827	Umarła poprzedniej nocy.
3756614	Günün çoğunu hastanede geçirdi.	3756828	Większą część dnia dnia spędziła w szpitalu.
3756609	Annesi kadar uzundur.	3756829	Jest wysoka jak jej matka.
2017325	Sen benim kahramanımsın.	3756842	Jesteś moim bohaterem.
3756565	Yazı kışa tercih ederim.	3756845	Wolę lato, niż zimę.
3756560	O, oraya geçen yaz gitti.	3756848	Pojechał tam poprzedniego lata.
3756555	Yeni ayakkabıların mı var?	3756849	Masz nowe buty?
3756554	Bu yaz Danimarka'ya gideceğim.	3756850	Tego lata pojadę do Danii.
3756256	Sen niye benimle gelmedin?	3756856	Dlaczego ze mną nie przyszedłeś?
3756230	Dün akşam Tom biriyle tartışıyordu.	3756861	Wczoraj wieczorem kłócił się z Tomem.
3756226	Aklınıza bir şey gelirse lütfen bizi bilgilendirin.	3756865	Jeśli przyjdzie ci coś do głowy, proszę poinformuj nas o tym.
3756226	Aklınıza bir şey gelirse lütfen bizi bilgilendirin.	3756866	Jeśli przyjdzie ci coś do głowy, proszę daj nam znać.
3756124	Bir şeyler hatırlamalısın.	3756873	Coś musisz pamiętać.
3756121	Böyle düşünüyorsan beni hiç tanımıyorsun demektir.	3756875	Jeśli tak myślisz, to znaczy, że mnie wcale nie znasz.
3756118	Açıklama için zamanım yok.	3756878	Nie mam czasu na wyjaśnienia.
3756117	Anlaşma olmayacak, ne şimdi ne de başka bir zaman.	3756880	Nie dogadamy się, ani teraz, ani nigdy.
3756024	Söylemem gereken şey budur.	3756884	To jest to, co powinienem powiedzieć.
3756022	Tom'un yaptığını görmeliydin.	3756887	Powinieneś zobaczyć co Tom zrobił.
3756015	Oraya seninle gitmeliydim.	3756889	Powinnam była iść tam z tobą.
3756009	Yapmam gereken şey budur.	3756890	To jest to, co powinnam była zrobić.
3756004	Sanırım bu tartışılmalıydı.	3756892	Myślę, że to powinno zostać przedyskutowane.
3756002	Sanırım bunu tartışmalıydık.	3756893	Myślę, że powinniśmy to przedyskutować.
3756001	Sana yardım etmeme izin vermeliydin.	3756895	Powinieneś mi pozwolić, żebym ci pomogła.
1037017	Bu şeye ne denilir?	3759666	Jak to się nazywa?
636513	Yumurtaları sevmediğimi biliyorsun.	361188	Wiesz, że nie lubię jajek.
3070497	"O senden hoşlanıyor mu?" "Hayır fakat iyi bir arkadaş ve birlikte eğleniriz."	3759672	"Podobasz mu się?" "Nie, ale jest dobrym kolegą i spędzamy razem czas.
2862003	Bu cümlede virgülü bir noktayla değiştiremezsin.	3759674	Nie możesz zastąpić przecinka kropką w tym zdaniu.
3059442	O kitabı okumayı bitirdiğinde onu bana geri ver.	3759676	Jak skończyć czytać tę książkę, to oddaj mi ją z powrotem.
3047376	Tom Boston'dan ne zaman döndü?	3759677	Kiedy Tom wrócił z Bostonu?
2950403	"Ne oldu?" "Hoparlörler iyi çalışmıyor."	3759678	"Co się stało" "Głośniki nie działają dobrze"
3081508	Onu geri veriniz.	3759680	Oddaj to z powrotem.
3445366	Kırmızı gömlekli erkeğe ne denir?	3759688	Jak mówimy na mężczyznę w czerwonej koszuli?
3409500	Dağın zirvesi karla kaplı.	3759695	Szczyty gór są pokryte śniegiem
2804963	Bay White, Springfield'da bir otelin yöneticisiydi.	3759704	Pan White był managerem w jednym z hoteli w Springfield.
2638034	Tom belirsiz.	3759705	Tom jest niepewny.
2477000	Tom hapishaneye gitmeyecek.	3759707	Tom nie pójdzie do więzienia.
1329948	Ona masasını taşıması için yardım ettim.	3759708	Pomogłem mu przenieść stół.
3707212	Sizinle kavga etmeye niyetim yok.	3759714	Nie mam zamiaru się z wami kłócić.
3536059	O kravat sende gerçekten iyi duruyor.	3759724	Ten krawat naprawdę ci pasuje.
3056459	Bu Tom'un gerçekten istediği şey mi?	3759731	Czy to jest to, czego Tom naprawdę by chciał?
1048462	O, bir polis devriyesi görünce kaçtı.	3759734	Uciekł jak zobaczył patrol policji.
3108842	Ölümden korkan bir adamsın, değil mi?	3759737	Boisz się śmierci, prawda?
3108842	Ölümden korkan bir adamsın, değil mi?	3759739	Jesteś człowiekiem, który boi się śmierci, czyż nie?
2450209	Sadece Tom'un ağladığını görmekten nefret ediyorum.	3759742	Po prostu nienawidzę patrzeć na to, jak Tom płacze.
2859451	O genç ama çok akıllıdır.	3759757	Jest młody, ale bardzo mądry.
2859451	O genç ama çok akıllıdır.	3759758	Jest młoda, ale bardzo mądra.
1290436	Tom dün gece televizyondaydı.	3759763	Tom był wczoraj w nocy w telewizji.
1411804	Egzersiz vücudunu kuvvetli yapar.	3759765	Ćwiczenia wzmacniają twoje ciało.
2587447	Biz onu durdurduk.	3759768	My go zatrzymaliśmy.
1298132	Hava bu gece soğuyacak.	3759771	Dzisiaj w nocy się ochłodzi.
3699892	Tom evimizi boyamamıza yardım etmeyi kabul etti.	3759773	Tom zgodził się nam pomóc pomalować dom.
2592390	İkimiz de yazarlarız.	3759777	Oboje jesteśmy pisarzami.
1458662	Bir kahve daha alabilir miyim, lütfen.	3759779	Czy mogłabym prosić jeszcze jedną kawę?
3523746	Restoranımız bu restorandan daha iyidir.	3759782	Nasza restauracja jest lepsza od tej.
2452110	Tom için bir hediye almalıyım.	3759785	Muszę kupić prezent dla Toma.
2982435	Tom cep fenerini açtı.	3759787	Tom zaświecił latarkę.
1065742	Yanına bir şemsiye almadı.	3759789	Nie wziął ze sobą parasola.
1065742	Yanına bir şemsiye almadı.	3759790	Nie wzięła ze sobą parasolki.
3754315	Tom bunu üç kez yaptı.	3759792	Tom zrobił to trzy razy.
3486092	Bana bu sözlüğü verebilir misiniz?	3759796	Mógłbyś mi podać słownik?
3486092	Bana bu sözlüğü verebilir misiniz?	3759798	Czy mogłabyś podać mi słownik?
2022032	Seni izliyorum.	3759801	Obserwuję cię.
1468707	Toplantıya gitmem gerektiği konusunda onunla anlaştı.	3759805	Zgodziła się z nim, że muszę iść na spotkanie.
3443264	Tom göründüğünden daha akıllıdır.	3759807	Tom jest dużo mądrzejszy, niż wygląda.
1278396	Resmi görebiliyor musun?	3759808	Możesz zobaczyć obrazek?
1370929	Anladım.	3759809	Zrozumiałem.
1370929	Anladım.	3759810	Zrozumiałam.
2040607	O gerçek bir efsane.	3759812	To jest prawdziwa legenda.
1127118	Odaya girdiğimi uyarmak için Tom ve Mary birbirlerine bağıramayacak kadar çok meşguldü.	3759817	Tom i Mary byli tak zajęci wrzeszczeniem na siebie, że nie zauważyli jak wszedłem do pokoju.
636518	Nasıl şekerleme yapılacağını bilir.	3759823	Wiek jak robić cukierki.
2445649	Bir motel işletiyorum.	3759826	Prowadzę motel.
3068677	Onu güçlükle tanıyorum.	3759827	Ledwo go znam.
3068677	Onu güçlükle tanıyorum.	3759828	Ledwo ją znam.
3279296	Yanında kalabilir miyim? Gidecek hiçbir yerim yok.	3759832	Mogę zostać u ciebie? Nie mam dokąd pójść.
2030239	Bir müşteri ile birlikteyim.	3759833	Jestem z klientem.
1252521	Biz kazanmalıyız.	3759834	Musimy wygrać.
3716464	Tom çok yaramazdı, değil mi?	3759835	Tom był bardzo niegrzeczny, prawda?
2475940	Herkes her şeyi biliyor, değil mi?	3759837	Wszyscy wszystko wiedzą, co?
2475940	Herkes her şeyi biliyor, değil mi?	3759838	Wszyscy wszystko wiedzą, prawda?
2726869	Lütfen bunu çevirmeme yardım eder misiniz?	3759842	Mógłbyś mi proszę, pomóc to przetłumaczyć?
1765329	Kız kardeşine bluzünü ütületti.	3759843	Uprasowała siostrze bluzkę.
1370921	Biliyorum.	3759846	Wiem.
1214302	Yarın kazanamayabiliriz.	3759848	Jutro możemy nie wygrać.
2564460	Seni kurtaracağım.	3759850	Ochronię cię.
2564460	Seni kurtaracağım.	3759855	Uratuję cię.
3358716	Her zaman seninle olacak.	3759860	Zawsze będzie z tobą.
1049298	Bu nehir içinde yüzmek için tehlikelidir.	3759865	Niebezpiecznie jest pływać w tej rzece.
3746645	Tom hâlâ bekar mı?	3759868	Tom nadal jest wolny?
3746645	Tom hâlâ bekar mı?	3759870	Tom dalej jest wolny?
1200763	Tom ve Mary haftada iki veya üç kez biftek yiyorlar.	3759874	Tom i Mary jedzą stek dwa trzy razy w tygodniu.
1254362	Bazı kalemlerim var.	3759876	Mam kilka długopisów.
3599427	Büyükannem bile SMS gönderebilir.	3759880	Nawet moja babcia umie wysyłać smsy.
1252180	Beni tanıyor musun?	3759897	Poznajesz mnie?
403930	Sıkıldım.	2659355	Nudzę się.
403930	Sıkıldım.	3759900	Jestem znudzona.
2673304	Kar yağıyordu.	3759904	Padał śnieg.
2635406	Yalnız olmayı sevmiyorum.	3759911	Nie lubię być sama.
2505982	Senden şüphelenmiyorum.	3759913	Nie podejrzewam cię.
2082276	Birkaç değişiklik yaptım.	3759920	Zrobiłem kilka zmian.
2082276	Birkaç değişiklik yaptım.	3759921	Wprowadziłem kilka zmian.
1383994	Cookie'nin annesi kanserden öldü.	3759923	Mama Cookie zmarła na raka.
1041305	Lütfen sesi kısın.	3759926	Proszę ścisz dźwięk.
1041305	Lütfen sesi kısın.	3759929	Proszę, ścisz głos.
3524314	Bay Wood'un hiç çocuğu yoktu.	3759931	Pan Wood nie miał żadnych dzieci.
2702258	Bu sabah duş aldım.	3759937	Wziąłem prysznic dziś rano.
2702258	Bu sabah duş aldım.	3759938	Wzięłam dziś rano prysznic.
1643131	Bu bilet iki hafta için geçerlidir.	3759946	Ten bilet jest ważny przez dwa miesiące.
1035242	Genellikle saat altıda kalkarım.	2279895	Zazwyczaj wstaję o szóstej.
2017758	Ona adını sor.	3759950	Zapytaj go o imię.
2475626	Çok da eminmiş gibi durmuyorsun.	3759954	Nie wyglądasz zbyt pewnie.
1748578	Kaza otobanda gerçekleşti.	3759955	Wypadek miał miejsce na autostradzie.
1110104	Tom şimdi TV izlemiyor.	3759957	Tom nie ogląda teraz telewizji.
3716354	Geçen hafta burada değildim.	3759959	Nie było mnie tu w zeszłym tygodniu.
2558350	Yeterli mi?	3759960	Wystarczy?
2558350	Yeterli mi?	3759961	Czy to wystarczy?
2558350	Yeterli mi?	3759964	Czy tyle wystarczy?
3763454	O, partilerden nefret eder.	3764019	Ona nienawidzi przyjęć.
3763454	O, partilerden nefret eder.	3764021	On nienawidzi przyjęć.
3764085	Sen çirkin değilsin.	3764096	Nie jesteś brzydka.
3764081	Dün alışveriş merkezine gittim.	3764102	Poszłam wczoraj do centrum handlowego.
3764080	Çocuklarım çok yaramaz.	3764104	Moje dzieci są bardzo niegrzeczne.
3099231	Ne zaman eve döneceksin?	539853	Kiedy wrócisz do domu?
3864984	Size birkaç sorumuz var.	3864894	Mamy do ciebie kilka pytań.
3871129	Köyde beş inek var.	3871132	We wsi jest pięć krów.
3887760	Bu ilaç senin daha iyi hissetmeni sağlayacak.	3887800	To lekarstwo spowoduje, że szybciej poczujesz się lepiej.
3887755	Öleceksiniz.	3887802	Umrzecie.
3887754	Sonunda, göle geldik.	3887803	W końcu, przyszliśmy nad jezioro.
3887752	Bunu senin gözlerinde görebiliyorum.	3887804	Mogę to zobaczyć w twoich oczach.
3887751	Doktor, Hipokrat Yemini'ni çiğnedi.	3887806	Lekarz złamał przysięgę Hipokratesa.
3887748	Öğle yemeği ister misiniz?	3887809	Chcecie drugie śniadanie?
3887748	Öğle yemeği ister misiniz?	3887810	Czy mają Państwo ochotę na drugie śniadanie?
3887746	Dünden beri bilgisayarım bir kaçık gibi.	3887812	Od wczoraj komputer mi wariuje.
3887689	Biraz daha fazla işbirliği bekliyordum.	3887814	Oczekiwałam trochę więcej współpracy.
3887689	Biraz daha fazla işbirliği bekliyordum.	3887815	Oczekiwałem trochę więcej współpracy.
3887686	Çok fazla beklemiyorum.	3887816	Nie oczekuję zbyt wiele.
3887681	Bugün kötü hava bekliyoruz.	3887817	Dzisiaj oczekujemy złej pogody.
3887679	Tom gerçekten bunu beklemiyordu.	3887818	Tom naprawdę się tego nie spodziewał.
3887678	Beklediğim sen değilsin.	3887820	Nie jesteś taka, jak oczekiwałem.
3887677	Bizden ne bekliyorsun?	3887821	Czego od nas oczekujecie?
3887676	Ne bulmayı bekliyordun?	3887823	Co chciałeś znaleźć?
3887676	Ne bulmayı bekliyordun?	3887824	Co spodziewałeś się znaleźć?
3887675	Beklediğimden daha uzunsun.	3887826	Jesteś wyższa, niż się spodziewałem.
3887675	Beklediğimden daha uzunsun.	3887827	Jesteś wyższy, niż się spodziewałam.
3887674	Tom beklediğim değil.	3887828	Tom nie jest taki, jak myślałam.
3887674	Tom beklediğim değil.	3887829	Tom nie jest taki, jak przypuszczałam.
3887674	Tom beklediğim değil.	3887830	Tom nie jest taki, jak oczekiwałam.
3887673	Tom bu cevabı beklemiyordu.	3887831	Tom nie oczekiwał takiej odpowiedzi.
3887661	Jane Mary'nin ona yardım edeceğini umuyor.	3887833	Jane ma nadzieję, że Mary jej pomoże.
3887658	Tom herhangi bir yardım beklemiyordu.	3887834	Tom nie oczekiwał żadnej pomocy.
3887657	Sıcaklıklarda bir artış beklenmektedir.	3887835	Spodziewany jest wzrost temperatury.
3887656	Tom için büyük umutlarım vardı.	3887836	Mam dobre oczekiwania wobec Toma.
3887652	Çok daha fazla bekliyordum.	3887837	Oczekiwałam o wiele więcej.
3887651	Bugün seni beklemiyordum.	3887838	Nie spodziewałam się Ciebie dzisiaj.
3887649	Özel muamele beklemiyorum.	3887841	Nie oczekuje specjalnego traktowania.
3887642	Gerçekten istediğimiz biraz et.	3887846	Tak naprawdę chcemy trochę mięsa.
3887640	Tom herhangi bir ağrı kesici ilaç istemedi.	3887847	Tom nie chciał nic przeciwbólowego.
3887637	Bazı ilaçlar almam gerekiyor.	3887848	Muszę wziąć leki.
3887609	Evet, demek istediğim bu.	3887852	Tak, to jest to, co miałem na myśli.
3887607	Tom Mary'nin ne demek istediğini merak ediyordu.	3887855	Tom zastanawiał się, co Mary miała na myśli.
3887604	Tom Mary'nin ne demek istediğini anladı.	3887856	Tom zrozumiał, co Mary miała na myśli.
3887603	Ne demek istediğimi düşünüyordun?	3887858	Myślałeś, że co miałam na myśli?
3887601	Tom'un kızamığı yok.	3887861	Tom nie ma odry.
3887597	Beni kim gördü.	3887862	Kto mnie widział?
1300601	Onun bir kedisi ve iki köpeği var.	814445	On ma kota i dwa psy.
2578285	Siz kız kardeş misiniz?	3664686	Jesteście siostrami?
4043749	Bütün arkadaşlarım onu seviyor.	4043754	Wszyscy moi przyjaciele go lubią.
2591123	Aynı fikirde değildik.	4043905	Nie zgodziliśmy się.
4408544	Çocuk gülmek yerine ağlıyor.	4408519	Dziecko płacze, zamiast się śmiać.
4408549	Ben birçok gündür burada çalışıyorum.	4408507	Pracuję tu już od wielu dni.
4408550	Ben günlerdir burada çalışıyorum.	4408507	Pracuję tu już od wielu dni.
4408607	Bu daire çok pahalı.	4408602	To mieszkanie kosztuje za dużo.
4408609	O küçük bir köpek kulübesi inşa etti.	4408601	Zrobił małą psią budę.
4408618	Tanrı her yerde olamazdı. Bu yüzden anneleri yarattı.	4408597	Bóg nie mógł być wszędzie, dlatego stworzył matki.
4408626	Çocuklar mutlu olacaklar.	4408595	Chłopcy będą szczęśliwi.
4408633	Ben gölde bir balığım.	4408593	Łowię ryby nad jeziorem.
4408636	Tom' un odası ne tarafta ?	4408583	Gdzie jest pokój Toma?
373321	Nasılsın?	349992	Jak się masz?
1414483	Bu çok ilginç bir kitaptır.	4461209	To jest bardzo ciekawa książka.
4514426	Yalnızca biraz zamana ihtiyacımız var.	4650706	Potrzebujemy trochę czasu na osobności.
2006847	Onlar kötü kokuyor.	4650707	Oni brzydko pachną.
2006847	Onlar kötü kokuyor.	4650708	One brzydko pachną.
1978921	Midilli küçük bir attır.	4650710	Kucyk to mały koń.
1335046	O, oğluna bir kamera aldı.	4650716	Ona kupiła synowi aparat.
1335046	O, oğluna bir kamera aldı.	4650718	On kupił synowi aparat.
4162785	Tom nedenini bilmeyecek.	4650720	Tom nie będzie znał powodu.
3890333	Dün gece kiminle birlikteydin?	4650722	Z kim byłeś zeszłej nocy?
3714367	Tom, Mary'nin yanağını öptü.	4650725	Tom pocałował policzek Mary.
3532168	Kendi rüyasına inanamıyor.	4650728	Nie wierzy we własny sen.
3791809	Oraya bir kez daha gitmek istiyorum.	4650729	Chcę tam pojechać jeszcze raz.
3083182	Birlikte taşınmayı düşünüyorlar.	4650733	Myślą o wspólnej przeprowadzce.
2017333	Sen en uzunsun.	4650737	Ty jesteś najwyższy.
1422072	O, karıncalardan kurtulmaya çalıştı.	4650739	Próbował pozbyć się mrówek.
854541	Almanca konuşur musun?	2987913	Mówisz po niemiecku?
4477661	Genç bir kadın dün bana geldi.	4650747	Wczoraj przyszła do mnie młoda kobieta.
4404464	Onların makalelerine yorum yapmıyorum.	4650748	Nie komentuję ich artykułów.
4104888	Bunu nasıl kanıtlayabilirim?	4650749	Jak mogę to udowodnić?
1168964	Tom Mary ile asla tanışmamış olmayı diledi.	4650750	Tom marzył
1044477	Hiçbir şeye söz veremem fakat elimden geleni yapacağım.	4650752	Nic nie mogę obiecać, jednak zrobię co w mojej mocy.
3932250	Gerçekten, gerçekten yorgunum.	4650753	Jestem naprawdę, naprawdę zmęczona.
3611555	Gerçekleri istiyorum.	4650754	Chcę faktów.
1430899	O, sık sık onu ziyaret eder, ancak asla uzun kalmaz.	4650759	Odwiedza go od czasu do czasu, jednak nigdy nie zostaje na długo.
1329731	Bir haftadır buradayım.	4658290	Jestem tu od tygodnia.
3166769	Tom'un sadece bir bacağı var.	3479387	Tom ma tylko jedną nogę.
4834123	Yemek yerken ağzında yemekle konuşma.	355741	Nie mów z pełnymi ustami.
4834127	Telefonda konuştuğunu duydum.	4834132	Słyszałam jak rozmawiałeś przez telefon.
4834109	Onun yüzünü hatırlayabiliyorum ama onun adını hatırlayamıyorum.	4834138	Mogę przypomnieć sobie jego twarz, ale nie przypominam sobie jego imienia.
4834111	Tom fiyatı otuz dolar düşürürsem onu alacağını söyledi.	4834143	Tom powiedział że to kupi jeśli opuszczę cenę o 30 dolarów.
4834108	Şüphelilerin çoğu tutuklandı.	4834145	Aresztowano większość podejrzanych.
4834107	Onu yapmasan ne olur?	4834147	Co się stanie jak tego nie zrobisz?
4834097	Tom beni geri çağırdı.	4834149	Tom zawołał mnie z powrotem.
4834094	Ofisim beşinci katta bulunuyor.	4834151	Moje biuro znajduje się na piątym piętrze.
4834091	Tom seninle Mary hakkında konuştu mu?	4834152	Czy Tom rozmawiał z tobą o Mary?
4834090	Şu an, ofiste kimse yok.	4834154	W tej chwili nie ma nikogo w biurze.
4834087	Maç için iki tane biletim var.	4834155	Mam dwa bilety na mecz.
4834086	Herhangi birinin bana ihtiyacı olursa burada ofisimde olacağım.	4834158	Jeśli ktoś będzie mnie potrzebował, będę tutaj w swoim biurze.
4834059	Elektrikli ev aletleri ev işini daha kolay yaptı.	4834160	Elektroniczne sprzęty ułatwiły prace domowe.
4834051	Bir kadınsız yaşayamam.	4834163	Nie potrafię żyć bez kobiety.
4834039	Şikayet etmeni dinlemek istemiyorum.	4834164	Nie chcę słuchać twojego narzekania.
4834037	Senin öyle diyebileceğini hiç düşünmedim.	4834166	Nie wiedziałem że możesz coś takiego powiedzieć.
4834036	Çantama ne oldu?	951095	Co się stało z moją torbą?
4834031	Kapıda bir aslan heykeli vardı.	4834168	W drzwiach był pomnik lwa.
4834431	Senin yeni telefon numaran ne?	4834436	Jaki jest twój nowy numer telefonu?
4834423	Ben bu ikisinin arasında seçim yapmak zorundayım.	4834438	Muszę wybrać pomiędzy tymi dwoma.
4834419	Ben Çingene şarkıları söylerim.	4834440	Śpiewam cygańskie piosenki.
4834411	Ona ne yapmak istiyorsun?	4834442	Co chcesz mu zrobić?
4834315	Kız kardeşim yirmi bir yaşında bir üniversite öğrencisidir.	4834444	Moja siostra ma dwadzieścia jeden lat, jest studentką na uniwersytecie.
4834312	Onlar bu meyvenin senin sağlığın için iyi olduğunu söylüyorlar.	4834445	Mówią że ten owoc jest dobry dla twojego zdrowia.
4834297	O bir doktor mu yoksa bir hasta mı?	4834448	On jest lekarzem, czy pacjentem?
4834295	Kitaplar benim alternatif gerçekliğimdir.	4834450	Książki są moją alternatywną rzeczywistością.
4834283	Sakin ol ve her şey sonunda iyi olacak.	4834452	Uspokój się i na koniec wszystko będzie dobrze.
4840918	Üniversiteden mezun olduktan sonra iki yıl İngilizce öğretti.	461122	Po skończeniu uniwersytetu przez dwa lata uczył angielskiego.
4869865	Ljubljana, Slovenya'nın başkentidir.	4869916	Lublana jest stolicą Słowenii.
3763454	O, partilerden nefret eder.	4935730	Ona nienawidzi imprez.
5032466	Telefon, onsuz yapamayacağın bir şeydir.	412897	Telefon to coś, bez czego nie sposób się obejść.
5104763	Evet, merak etmeyin!	5105297	Tak, nie martwcie się.
5104757	Birkaç açıklama ekleyeceğim.	5105298	Dodam kilka objaśnień.
5104750	Tom sütü unuttu.	5105299	Tom zapomniał mleka.
5104747	Ben yemek pişirmekten nefret ederim, ya sen?	5105300	Nienawidzę gotować, a ty?
5104742	Birlikte gerçekten mutlu muyduk?	5105301	Czy naprawdę byliśmy razem szczęśliwi?
5104739	Bu hafta okulda bir Almanca testim var.	5105303	W tym tygodniu mam w szkole test z niemieckiego.
5104728	Tom yarın dönecek.	5105304	Tom wróci jutro.
5104726	Kurs on dört gün sürecek.	5105305	Kurs będzie trwał czternaście dni.
5104724	İşleri değiştirme hakkında düşünüyorum.	5105306	Myślę o zmianie pracy.
5104722	Senin kızının adı nedir?	5105307	Jak ma na imię twoja córka?
5104720	Sen evini satacaksın.	5105308	Sprzedasz swój dom.
5104679	Ben bir lisans derecesi aldım.	5105310	Zrobiłem licencjat.
5104665	Onlar şarkı söylemeyi sever.	5105311	Oni kochają śpiewać.
5104663	Gerçekten soğuk!	5105312	Jest naprawdę zimno.
5104660	Bunu yapmadan önce düşünün.	5105313	Pomyśl zanim to zrobisz.
5104630	Büyükbabanız kaç yaşında?	5105314	Ile lat ma wasz dziadek?
5104619	Herkes beni sever.	5105315	Wszyscy mnie kochają.
5104614	Birçok insan anlayamadığı şeyden korkar.	5105316	Wielu ludzi boi się rzeczy których nie rozumie.
5104612	Sen çok yeteneklisin.	5105317	Jesteś bardzo utalentowany.
5104593	Işığı açmak ister misin?	5105318	Chcesz zapalić światło?
5104578	Beni bırakır mısın?	5105319	Czy możesz mnie zostawić?
5104543	Her şey bu cevaba işaret ediyordu.	5105320	Wszystko wskazywało na tę odpowiedź.
5104522	Ateşin var mı? Yanakların kırmızıdır.	5105321	Masz gorączkę? Twoje policzki są czerwone.
